Target_name,Complex_participants,Node_id,Target_type,Target_group,Target_group_score_normalized,Conectivity_Score
nuclear receptor coactivator 1 (ncoa-1) (ec 2.3.1.48) (class e basic helix-loop-helix protein 74) (bhlhe74) (protein hin-2) (rip160) (renal carcinoma antigen ny-ren-52) (steroid receptor coactivator 1) (src-1),"RARA,NCOA1",CPX-525,0,"T2, T4",0.38125,0.0
cytochrome b (complex iii subunit 3) (complex iii subunit iii) (cytochrome b-c1 complex subunit 3) (ubiquinol-cytochrome-c reductase complex cytochrome b subunit),"UQCR10,UQCRC1,UQCRQ,UQCR11,UQCRH,UQCRB,MT-CYB,CYC1,UQCRC2,P47985-PRO_0000307241,P47985-PRO_0000030664",CPX-560,0,"T2, T4",0.38125,0.0
nadh dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 (complex i-mwfe) (ci-mwfe) (nadh-ubiquinone oxidoreductase mwfe subunit),"NDUFV3,NDUFA13,NDUFS5,MT-ND6,NDUFA8,NDUFA1,NDUFB4,NDUFS1,NDUFS2,NDUFA5,NDUFS3,MT-ND4L,NDUFC2,NDUFA3,NDUFS6,NDUFB8,NDUFB11,NDUFV1,MT-ND2,NDUFS7,NDUFV2,NDUFB9,NDUFS4,NDUFB3,MT-ND1,NDUFB7,NDUFB2,NDUFA9,MT-ND3,NDUFB5,MT-ND4,NDUFAB1,NDUFA6,NDUFA2,NDUFB10,NDUFC1,NDUFA10,NDUFB1,NDUFA7,MT-ND5,NDUFB6,NDUFS8,NDUFA12,NDUFA11",CPX-577,0,"T2, T4",0.38125,0.0
interleukin-6 (il-6) (b-cell stimulatory factor 2) (bsf-2) (ctl differentiation factor) (cdf) (hybridoma growth factor) (interferon beta-2) (ifn-beta-2),"IL6,IL6ST,JAK1,JAK2,TYK2,P08887-PRO_0000010895",CPX-623,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DDB2,RBX1,CUL4B,DDB1",CPX-648,0,"T2, T4",0.38125,0.0
cellular tumor antigen p53,"MDM4,TP53",CPX-663,0,"T2, T4",0.38125,0.0
nuclear receptor coactivator 2 (ncoa-2) (class e basic helix-loop-helix protein 75) (bhlhe75) (transcriptional intermediary factor 2) (htif2),"RARA,NCOA2",CPX-666,0,"T2, T4",0.38125,0.0
complement c5,"C6,P01031-PRO_0000005985,P01031-PRO_0000005989",CPX-677,0,"T2, T4",0.38125,0.0
histone acetyltransferase kat5,"EPC1,ING3,KAT5",CPX-709,0,"T2, T4",0.38125,0.0
histone acetyltransferase kat8,"HCFC1,KANSL1,KANSL2,KANSL3,KAT8,MCRS1,PHF20,OGT,WDR5",CPX-809,0,"T2, T4",0.38125,0.0
histone acetyltransferase kat8,"KAT8,MSL1,MSL2,MSL3",CPX-815,0,"T2, T4",0.38125,0.0
nuclear receptor coactivator 2 (ncoa-2) (class e basic helix-loop-helix protein 75) (bhlhe75) (transcriptional intermediary factor 2) (htif2),"NCOA2,RARA,RXRA",CPX-816,0,"T2, T4",0.38125,0.0
breast cancer type 1 susceptibility protein,"BRCA2,PALB2,BRCA1",CPX-845,0,"T2, T4",0.38125,0.0
calmodulin-3,"KCNQ1,calm_human",CPX-902,0,"T2, T4",0.38125,0.0
breast cancer type 1 susceptibility protein,"BABAM2,BRCA1,BRCA2,RAD51,BRCC3,BARD1",CPX-955,0,"T2, T4",0.38125,0.0
"actin, cytoplasmic 1 (ec 3.6.4.-) (beta-actin) [cleaved into: actin, cytoplasmic 1, n-terminally processed]","MBTD1,TRRAP,EP400,YEATS4,VPS72,RUVBL2,RUVBL1,MORF4L2,MORF4L1,KAT5,ING3,EPC2,EPC1,MEAF6,DMAP1,BRD8,ACTL6A,MRGBP,ACTB",CPX-978,0,"T2, T4",0.38125,0.0
condensin complex subunit 1 (chromosome condensation-related smc-associated protein 1) (chromosome-associated protein d2) (hcap-d2) (non-smc condensin i complex subunit d2) (xcap-d2 homolog),"SMC2,SMC4,NCAPD2,NCAPG,NCAPH",CPX-979,0,"T2, T4",0.38125,0.0
condensin-2 complex subunit d3 (non-smc condensin ii complex subunit d3) (hcap-d3),"SMC2,SMC4,NCAPD3,NCAPG2,NCAPH2",CPX-985,0,"T2, T4",0.38125,0.0
histone acetyltransferase pcaf,"KAT2B,TADA3,SUPT3H,TAF5L,TAF6L,TAF9,TAF10,TRRAP,TAF12,TADA2A",CPX-989,0,"T2, T4",0.38125,0.0
histone acetyltransferase pcaf,"KAT2B,TADA3,SGF29,YEATS2,ZZZ3,KAT14,MBIP,WDR5,DR1,TADA2A",CPX-1004,0,"T2, T4",0.38125,0.0
"actin, cytoplasmic 1 (ec 3.6.4.-) (beta-actin) [cleaved into: actin, cytoplasmic 1, n-terminally processed]","ARID2,PBRM1,SMARCA4,SMARCB1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,SMARCE1,BRD7,ACTL6B,ACTB,PHF10",CPX-1196,0,"T2, T4",0.38125,0.0
"actin, cytoplasmic 1 (ec 3.6.4.-) (beta-actin) [cleaved into: actin, cytoplasmic 1, n-terminally processed]","ARID2,PBRM1,SMARCA4,SMARCB1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,SMARCE1,BRD7,ACTL6A,ACTB,PHF10",CPX-1199,0,"T2, T4",0.38125,0.0
dna polymerase alpha subunit,"PRIM2,POLA2,POLA1,PRIM1",CPX-2087,0,"T2, T4",0.38125,0.0
integrin alpha-5/neuronal acetylcholine receptor subunit alpha-3/neuronal acetylcholine receptor subunit beta-2/neuronal acetylcholine receptor subunit beta-4,"P17787-PRO_0000000379,Q15822-PRO_0000000340",CPX-2170,0,"T2, T4",0.38125,0.0
gaba receptor beta-3 subunit,"GABRA2,GABRB3,GABRG2",CPX-2174,0,"T2, T4",0.38125,0.0
integrin alpha-5/neuronal acetylcholine receptor subunit alpha-3/neuronal acetylcholine receptor subunit beta-2/neuronal acetylcholine receptor subunit beta-4,"Q15822-PRO_0000000340,P30926-PRO_0000000389",CPX-2190,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EZH2,EED,LCOR,PHF19,RBBP4,SUZ12",CPX-2198,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EED,EZH2,RBBP4,PHF1,SUZ12,LCOR",CPX-2204,0,"T2, T4",0.38125,0.0
phenylalanine--trna ligase alpha subunit (ec 6.1.1.20) (cml33) (phenylalanyl-trna synthetase alpha subunit) (phers),"FARSA,FARSB",CPX-2208,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EED,EZH2,AEBP2,JARID2,RBBP4,SUZ12",CPX-2209,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"JARID2,AEBP2,EED,EZH2,RBBP7,SUZ12",CPX-2213,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"ELOB,CUL2,ELOC,FEM1C,RBX1",CPX-2219,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"ELOC,VHL,ELOB,CUL2,RBX1",CPX-2250,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EZH2,EED,RBBP7,LCOR,PHF1,SUZ12",CPX-2311,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EED,EZH2,LCOR,RBBP4,SUZ12,MTF2",CPX-2312,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EZH2,EED,LCOR,MTF2,SUZ12,RBBP7",CPX-2314,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EED,EZH2,LCOR,PHF19,RBBP7,SUZ12",CPX-2316,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EZH2,EED,EPOP,PHF1,RBBP4,SUZ12",CPX-2324,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EZH2,EED,PHF1,EPOP,SUZ12,RBBP7",CPX-2325,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"RBBP4,EZH2,EED,EPOP,SUZ12,MTF2",CPX-2326,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EED,EZH2,EPOP,MTF2,RBBP7,SUZ12",CPX-2327,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EZH2,EED,RBBP4,PHF19,SUZ12,EPOP",CPX-2328,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase ezh2,"EZH2,EED,EPOP,RBBP7,SUZ12,PHF19",CPX-2329,0,"T2, T4",0.38125,0.0
grb10-interacting gyf protein 2 (perq amino acid-rich with gyf domain-containing protein 2) (trinucleotide repeat-containing gene 15 protein),"GIGYF2,EIF4E2,DDX6",CPX-2338,0,"T2, T4",0.38125,0.0
"116 kda u5 small nuclear ribonucleoprotein component (elongation factor tu gtp-binding domain-containing protein 2) (snu114 homolog) (hsnu114) (u5 snrnp-specific protein, 116 kda) (u5-116 kda)","SNRPA,DDX23,PRPF8,SNRNP40,SNRPD1,SNRPB,SNRPD2,SNRPE,SNRPD3,SNRPG,SNRPF,SNRNP200,EFTUD2,PRPF6,SNRNP27,LSM2,LSM3,LSM4,LSM5,LSM6,LSM7,LSM8,PRPF31,RBM42,PRPF4,SNU13,SART1,USP39,TXNL4A",CPX-2391,0,"T2, T4",0.38125,0.0
cdk7/cyclin h/mnat1,"GTF2H5,CCNH,GTF2H3,ERCC3,MNAT1,CDK7,GTF2H2,GTF2H1,GTF2H4,ERCC2",CPX-2395,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DCAF11,CUL4B,DDB1,RBX1",CPX-2404,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL4B,DCAF12,DDB1,RBX1",CPX-2406,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DCAF13,DDB1,RBX1,CUL4B",CPX-2407,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"PHIP,CUL4A,DDB1,RBX1",CPX-2411,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL4B,PHIP,DDB1,RBX1",CPX-2412,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DDB1,RBX1,DCAF16,CUL4B",CPX-2414,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DCAF17,CUL4A,DDB1,RBX1",CPX-2415,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DCAF17,CUL4B,DDB1,RBX1",CPX-2416,0,"T2, T4",0.38125,0.0
bifunctional glutamate/proline--trna ligase (bifunctional aminoacyl-trna synthetase) (cell proliferation-inducing gene 32 protein) (glutamatyl-prolyl-trna synthetase) [includes: glutamate--trna ligase (ec 6.1.1.17) (glutamyl-trna synthetase) (glurs); proline--trna ligase (ec 6.1.1.15) (prolyl-trna synthetase)],"SYNCRIP,EPRS1,RPL13A,GAPDH",CPX-2476,0,"T2, T4",0.38125,0.0
nucleolar protein 56 (nucleolar protein 5a),"RRP7A,DCAF13,NOP56,UTP3,FBL,NOP58,RRP9,UTP4,UTP15,HEATR1,WDR43,WDR75,NOL11,,IMP4,MPHOSPH10,IMP3,,WDR36,WDR3,PWP2,TBL3,UTP6,UTP18,,SNU13,WDR46,UTP11,NOP14,NOC4L,NAT10,BMS1,RCL1,EMG1,UTP20,UTP14A,NOL6,KRR1,DNTTIP2,NGDN,AATF",CPX-2511,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL1,FBXL4,SKP1,RBX1",CPX-2512,0,"T2, T4",0.38125,0.0
actin-related protein 2,"ACTR3,ACTR2,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5",CPX-2579,0,"T2, T4",0.38125,0.0
actin-related protein 2,"ARPC1B,ACTR3B,ACTR2,ARPC5L,ARPC2,ARPC3,ARPC4",CPX-2580,0,"T2, T4",0.38125,0.0
actin-related protein 2,"ACTR2,ARPC1B,ACTR3B,ARPC2,ARPC3,ARPC4,ARPC5",CPX-2583,0,"T2, T4",0.38125,0.0
smad nuclear-interacting protein 1 (fha domain-containing protein snip1),"THRAP3,SNW1,BCLAF1,SNIP1,PNN",CPX-2653,0,"T2, T4",0.38125,0.0
actin-related protein 2,"ACTR3,ARPC1B,ARPC2,ARPC3,ACTR2,ARPC5L,ARPC4",CPX-2663,0,"T2, T4",0.38125,0.0
"electron transfer flavoprotein subunit alpha, mitochondrial (alpha-etf)","ETFA,ETFB",CPX-2731,0,"T2, T4",0.38125,0.0
exosome rna helicase mtr4,"ZCCHC8,MTREX,RBM7",CPX-2735,0,"T2, T4",0.38125,0.0
exosome rna helicase mtr4,"ZFC3H1,MTREX,ZC3H3,RBM26,PABPN1",CPX-2750,0,"T2, T4",0.38125,0.0
exosome rna helicase mtr4,"MTREX,ZFC3H1,RBM27,PABPN1,ZC3H3",CPX-2752,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DDB1,ERCC8,CUL4A,RBX1",CPX-2757,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL4B,DDB1,ERCC8,RBX1",CPX-2758,0,"T2, T4",0.38125,0.0
cereblon/ikaros,"CUL4B,CRBN,DDB1,RBX1",CPX-2762,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DDB1,CUL4B,RBX1,DDA1,DCAF15",CPX-2765,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DCAF1,CUL4B,DDB1,RBX1",CPX-2770,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DTL,CUL4B,RBX1,DDB1",CPX-2777,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL4B,DDB1,RBX1,AMBRA1",CPX-2778,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DCAF5,CUL4B,DDB1,RBX1",CPX-2783,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DCAF7,CUL4B,DDB1,RBX1",CPX-2786,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL4B,DCAF6,DDB1,RBX1",CPX-2804,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"RBX1,DDB1,WDTC1,CUL4B",CPX-2809,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DCAF8,CUL4B,DDB1,RBX1",CPX-2816,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL4A,DCAF8,DDB1,RBX1",CPX-2818,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"DCAF10,RBX1,CUL4B,DDB1",CPX-2819,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL4B,DCAF4,DDB1,RBX1",CPX-2859,0,"T2, T4",0.38125,0.0
enhancer of mrna-decapping protein 3 (lsm16 homolog) (yjef n-terminal domain-containing protein 2) (yjef_n2) (hyjef_n2) (yjef domain-containing protein 1),"DDX6,EDC4,EDC3,DCP2,DCP1A,XRN1",CPX-2870,0,"T2, T4",0.38125,0.0
dna replication licensing factor mcm2 (ec 3.6.4.12) (minichromosome maintenance protein 2 homolog) (nuclear protein bm28),"MCM2,MCM6,MCM3,MCM5,MCM7,MCM4",CPX-2940,0,"T2, T4",0.38125,0.0
voltage-dependent l-type calcium channel subunit beta-2 (cab2) (calcium channel voltage-dependent subunit beta 2) (lambert-eaton myasthenic syndrome antigen b) (mysb),"CACNB2,CACNA1C,P54289-PRO_0000005001,P54289-PRO_0000005002",CPX-3195,0,"T2, T4",0.38125,0.0
mothers against decapentaplegic homolog 2,"SMAD2,SMAD4",CPX-3208,0,"T2, T4",0.38125,0.0
cdk8/cyclin c,"CDK8,CCNC,MED13,MED12",CPX-3232,0,"T2, T4",0.38125,0.0
cdk8/cyclin c,"CDK19,MED13,MED12,CCNC",CPX-3263,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL1,FBXL3,RBX1,SKP1",CPX-3291,0,"T2, T4",0.38125,0.0
40s ribosomal protein sa,"rrna18s human,FAU,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27A,RPS28,RPS29,RPS3,RPS3A,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RACK1",CPX-5223,0,"T2, T4",0.38125,0.0
nuclear receptor coactivator 1 (ncoa-1) (ec 2.3.1.48) (class e basic helix-loop-helix protein 74) (bhlhe74) (protein hin-2) (rip160) (renal carcinoma antigen ny-ren-52) (steroid receptor coactivator 1) (src-1),"NCOA1,RXRA",CPX-5342,0,"T2, T4",0.38125,0.0
beta-catenin-like protein 1 (nuclear-associated protein) (nap) (testis development protein nyd-sp19),"CDC5L,PRPF19,CTNNBL1,HSPA8,BCAS2,CWC15,PLRG1",CPX-5824,0,"T2, T4",0.38125,0.0
nuclear factor nf-kappa-b p100 subunit (dna-binding factor kbf2) (h2tf1) (lymphocyte translocation chromosome 10 protein) (nuclear factor of kappa light polypeptide gene enhancer in b-cells 2) (oncogene lyt-10) (lyt10) [cleaved into: nuclear factor nf-kappa-b p52 subunit],"RELA,Q00653-PRO_0000030322",CPX-5829,0,"T2, T4",0.38125,0.0
nuclear factor nf-kappa-b p65 subunit,"REL,RELA",CPX-5834,0,"T2, T4",0.38125,0.0
histone-lysine n-methyltransferase mll,"DPY30,KMT2A,ASH2L,RBBP5,WDR5,MEN1,HCFC1,HCFC2",CPX-5850,0,"T2, T4",0.38125,0.0
cohesin subunit sa-1 (scc3 homolog 1) (stromal antigen 1),"SMC1A,STAG1,SMC3,RAD21",CPX-5989,0,"T2, T4",0.38125,0.0
cohesin subunit sa-2 (scc3 homolog 2) (stromal antigen 2),"SMC1A,STAG2,SMC3,RAD21",CPX-5991,0,"T2, T4",0.38125,0.0
20s proteasome,"PSMC2,PSMC1,PSMC5,PSMC4,PSMC6,PSMC3,PSMA6,PSMA2,PSMA4,PSMA7,PSMA5,PSMA1,PSMA3,PSMB6,PSMB7,PSMB3,PSMB2,PSMB5,PSMB1,PSMB4,PSMD1,PSMD3,PSMD12,PSMD11,PSMD6,PSMD7,PSMD13,PSMD4,PSMD14,PSMD8,PSMD2,SEM1,ADRM1",CPX-5993,0,"T2, T4",0.38125,0.0
interferon regulatory factor 9 (irf-9) (ifn-alpha-responsive transcription factor subunit) (isgf3 p48 subunit) (interferon-stimulated gene factor 3 gamma) (isgf-3 gamma) (transcriptional regulator isgf3 subunit gamma),"IRF9,STAT1,STAT2",CPX-6016,0,"T2, T4",0.38125,0.0
signal transducer and activator of transcription 1-alpha/beta,"STAT4,STAT1",CPX-6042,0,"T2, T4",0.38125,0.0
signal transducer and activator of transcription 5a,"STAT5B,STAT5A",CPX-6045,0,"T2, T4",0.38125,0.0
cellular tumor antigen p53,"TP53,MDM2,MDM4",CPX-6093,0,"T2, T4",0.38125,0.0
cytochrome c oxidase subunit 1,"MT-CO2,COX6A1,COX6B1,COX6C,COX7A2,COX7B,COX7C,COX8A,NDUFA4,MT-CO1,MT-CO3,COX4I1,COX5A,COX5B",CPX-6123,0,"T2, T4",0.38125,0.0
mitochondrial pyruvate carrier 1 (brain protein 44-like protein),"MPC1,MPC2",CPX-6154,0,"T2, T4",0.38125,0.0
endoplasmic reticulum-associated amyloid beta-peptide-binding protein,"HSD17B10,TRMT10C,PRORP",CPX-6155,0,"T2, T4",0.38125,0.0
complement c5,"C8B,C7,C6,C9,C8G,C8A,P01031-PRO_0000005985,P01031-PRO_0000005989",CPX-6159,0,"T2, T4",0.38125,0.0
endoplasmic reticulum-associated amyloid beta-peptide-binding protein,"HSD17B10,TRMT10C",CPX-6161,0,"T2, T4",0.38125,0.0
"succinate--coa ligase [adp-forming] subunit beta, mitochondrial","SUCLG1,SUCLA2",CPX-6176,0,"T2, T4",0.38125,0.0
ataxin-7 (spinocerebellar ataxia type 7 protein),"SF3B3,SF3B5,SUPT3H,TRRAP,KAT2B,TAF6L,TAF5L,SUPT7L,TADA3,TADA1,TAF9,TAF10,TAF12,ATXN7L3,USP22,ENY2,ATXN7,SUPT20H,SGF29,TADA2B",CPX-6802,0,"T2, T4",0.38125,0.0
tumor susceptibility gene 101 protein,"VPS37A,MVB12B,TSG101,VPS28",CPX-7146,0,"T2, T4",0.38125,0.0
tumor susceptibility gene 101 protein,"VPS37D,MVB12A,TSG101,VPS28",CPX-7148,0,"T2, T4",0.38125,0.0
tumor susceptibility gene 101 protein,"VPS37A,MVB12A,TSG101,VPS28",CPX-7162,0,"T2, T4",0.38125,0.0
tumor susceptibility gene 101 protein,"VPS37D,MVB12B,TSG101,VPS28",CPX-7167,0,"T2, T4",0.38125,0.0
tumor susceptibility gene 101 protein,"UBAP1,VPS37A,TSG101,VPS28",CPX-7181,0,"T2, T4",0.38125,0.0
tumor susceptibility gene 101 protein,"UBAP1,VPS37B,TSG101,VPS28",CPX-7201,0,"T2, T4",0.38125,0.0
tumor susceptibility gene 101 protein,"UBAP1,VPS37C,TSG101,VPS28",CPX-7202,0,"T2, T4",0.38125,0.0
tumor susceptibility gene 101 protein,"VPS37D,UBAP1,TSG101,VPS28",CPX-7203,0,"T2, T4",0.38125,0.0
enhancer of mrna-decapping protein 3 (lsm16 homolog) (yjef n-terminal domain-containing protein 2) (yjef_n2) (hyjef_n2) (yjef domain-containing protein 1),"DDX6,EDC4,EDC3,DCP2,DCP1B,XRN1",CPX-7341,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL1,FBXW4,RBX1,SKP1",CPX-7761,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL1,FBXW8,RBX1,SKP1,CUL7",CPX-7784,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL1,FBXW11,RBX1,SKP1",CPX-7821,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CCNF,CUL1,RBX1,SKP1",CPX-7846,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"CUL1,FBXO7,RBX1,SKP1",CPX-7906,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"FBXO10,RBX1,SKP1,CUL1",CPX-7923,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"FBXO11,RBX1,SKP1,CUL1",CPX-7924,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"RBX1,SKP1,FBH1,CUL1",CPX-7928,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"RBX1,SKP1,FBXO25,CUL1",CPX-7965,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"RBX1,SKP1,FBXO28,CUL1",CPX-7967,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"RBX1,SKP1,FBXO31,CUL1",CPX-7971,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"RBX1,SKP1,FBXO32,CUL1",CPX-7972,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"RBX1,FBXO38,SKP1,CUL1",CPX-7977,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"FBXO43,RBX1,SKP1,CUL1",CPX-8002,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL1,CUL3,RBX1",CPX-8007,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL2,CUL3,RBX1",CPX-8025,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL3,CUL3,RBX1",CPX-8041,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL4,CUL3,RBX1",CPX-8061,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL5,CUL3,RBX1",CPX-8063,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL6,CUL3,RBX1",CPX-8064,0,"T2, T4",0.38125,0.0
midasin,"NOL9,WDR18,LAS1L,MDN1,PELP1,TEX10,SENP3",CPX-8081,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL9,CUL3,RBX1",CPX-8083,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL7,CUL3,RBX1",CPX-8084,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL8,CUL3,RBX1",CPX-8085,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL10,CUL3,RBX1",CPX-8087,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL11,CUL3,RBX1",CPX-8088,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL12,CUL3,RBX1",CPX-8089,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL13,CUL3,RBX1",CPX-8090,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL14,CUL3,RBX1",CPX-8091,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL15,CUL3,RBX1",CPX-8097,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"GAN,CUL3,RBX1",CPX-8102,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL17,CUL3,RBX1",CPX-8103,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL18,CUL3,RBX1",CPX-8106,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KEAP1,CUL3,RBX1",CPX-8107,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL20,CUL3,RBX1",CPX-8109,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL21,CUL3,RBX1",CPX-8110,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL22,CUL3,RBX1",CPX-8122,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL23,CUL3,RBX1",CPX-8123,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL24,CUL3,RBX1",CPX-8125,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL25,CUL3,RBX1",CPX-8126,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL26,CUL3,RBX1",CPX-8130,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"IPP,CUL3,RBX1",CPX-8131,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL28,CUL3,RBX1",CPX-8135,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL29,CUL3,RBX1",CPX-8147,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL30,CUL3,RBX1",CPX-8150,0,"T2, T4",0.38125,0.0
crl4(crbn) e3 ubiquitin ligase,"KLHL31,CUL3,RBX1",CPX-8151,0,"T2, T4",0.38125,0.0
